Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;geo_shape;geo_point_2d
COLLEGES (année scolaire 2021/2022);HELENE BOUCHER;75 COURS DE VINCENNES;20ème Ardt;75120;2021-2022;Collège;"{""coordinates"": [2.4069675330447433, 48.84781843548246], ""type"": ""Point""}";48.84781843548246, 2.4069675330447433
COLLEGES (année scolaire 2021/2022);VOLTAIRE;101 AVENUE DE LA REPUBLIQUE;11ème Ardt;75111;2021-2022;Collège;"{""coordinates"": [2.3845254514835212, 48.86352557226195], ""type"": ""Point""}";48.86352557226195, 2.3845254514835212
COLLEGES (année scolaire 2021/2022);AUGUSTE RODIN;19 RUE CORVISART;13ème Ardt;75113;2021-2022;Collège;"{""coordinates"": [2.347148574677879, 48.83256966693821], ""type"": ""Point""}";48.83256966693821, 2.347148574677879
COLLEGES (année scolaire 2022/2023);GEORGES BRAQUE;91 RUE BRILLAT-SAVARIN;13ème Ardt;75113;2022-2023;Collège;"{""coordinates"": [2.3428861827644454, 48.82458829124478], ""type"": ""Point""}";48.82458829124478, 2.3428861827644454
COLLEGES (année scolaire 2022/2023);CHARLES PEGUY;69 AVENUE SIMON BOLIVAR;19ème Ardt;75119;2022-2023;Collège;"{""coordinates"": [2.3765366364279124, 48.87628979019915], ""type"": ""Point""}";48.87628979019915, 2.3765366364279124
COLLEGES (année scolaire 2022/2023);COLETTE BESSON;9 RUE DES PANOYAUX;20ème Ardt;75120;2022-2023;Collège;"{""coordinates"": [2.3849235011315018, 48.86642227484253], ""type"": ""Point""}";48.86642227484253, 2.3849235011315018
COLLEGES (année scolaire 2023/2024);ANTOINE COYSEVOX;16 RUE COYSEVOX;18ème Ardt;75118;2023-2024;Collège;"{""coordinates"": [2.3298201952433653, 48.89161762679698], ""type"": ""Point""}";48.89161762679698, 2.3298201952433653
COLLEGES (année scolaire 2023/2024);GEORGES BRASSENS;4 RUE ERIK SATIE;19ème Ardt;75119;2023-2024;Collège;"{""coordinates"": [2.3863943215388685, 48.88433022802427], ""type"": ""Point""}";48.88433022802427, 2.3863943215388685
COLLEGES (année scolaire 2023/2024);CAMILLE SEE;11 RUE LEON LHERMITTE;15ème Ardt;75115;2023-2024;Collège;"{""coordinates"": [2.2969840321284276, 48.84299079681964], ""type"": ""Point""}";48.84299079681964, 2.2969840321284276
COLLEGES (année scolaire 2023/2024);CONDORCET;61 RUE D' AMSTERDAM;8ème Ardt;75108;2023-2024;Collège;"{""coordinates"": [2.32697162874192, 48.88097843520577], ""type"": ""Point""}";48.88097843520577, 2.32697162874192
COLLEGES (année scolaire 2023/2024);LA GRANGE AUX BELLES;158 QUAI DE JEMMAPES;10ème Ardt;75110;2023-2024;Collège;"{""coordinates"": [2.366634856571281, 48.87798501995133], ""type"": ""Point""}";48.87798501995133, 2.366634856571281
COLLEGES (année scolaire 2024/2025);PIERRE DE RONSARD;140 AVENUE DE WAGRAM;17ème Ardt;75117;2024-2025;Collège;"{""coordinates"": [2.3040936300187407, 48.88588609596083], ""type"": ""Point""}";48.88588609596083, 2.3040936300187407
COLLEGES (année scolaire 2024/2025);ALAIN FOURNIER;87 RUE LEON FROT;11ème Ardt;75111;2024-2025;Collège;"{""coordinates"": [2.3838537411265492, 48.85822327881152], ""type"": ""Point""}";48.85822327881152, 2.3838537411265492
